views_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
546,356,1009,60,7,506,5047,90,10
1234,170,971,6,0,285,5024,12,1
665,342,1012,6,0,468,4983,10,0
189,67,1039,0,0,132,4982,1,0
971,307,1046,13,0,590,4975,23,0
58,31,1024,5,0,50,5015,10,0
1046,223,1023,15,0,276,5012,20,0
1420,185,974,16,0,264,5036,26,1
629,224,997,8,0,379,4990,20,0
1793,230,992,25,2,384,5035,39,4
175,70,987,2,0,129,5007,5,0
855,366,990,12,0,616,5047,25,1
217,110,994,7,0,206,5028,14,0
457,217,1037,20,1,377,4959,38,3
473,92,989,7,0,123,4964,8,0
868,403,1046,13,0,554,4991,25,0
405,192,966,8,0,348,5042,11,0
3937,180,1037,4,0,224,5006,2,0
309,183,1006,12,0,291,5036,21,0
991,462,951,68,0,780,4966,127,1
322,228,1045,14,0,302,5009,22,1
2996,495,1011,35,0,624,4958,51,1
569,286,1037,18,0,443,4985,32,0
1326,100,958,0,0,155,5022,1,0
771,348,1017,22,0,651,5029,38,0
1191,625,1030,12,0,1042,4985,7,0
639,100,966,6,0,175,4997,12,0
232,137,999,9,0,208,5000,13,0
126,85,1043,1,0,107,5046,2,0
889,151,989,4,0,257,5044,7,0
2110,351,1007,13,0,557,5019,21,0
4942,179,1024,7,0,285,5023,7,0
2272,420,1034,72,1,525,5029,90,1
9722,587,970,54,2,729,5017,66,3
403,153,967,18,0,258,4971,25,1
2312,394,1004,3,0,621,5026,4,0
460,268,978,36,2,407,5029,55,3
284,193,973,12,0,255,5042,16,0
458,227,1023,23,1,366,4955,35,1
3783,206,966,8,0,286,4975,14,0
2176,205,967,7,0,372,5024,13,0
140,72,991,3,0,128,5037,3,0
3620,348,1033,12,0,446,5042,11,0
1782,219,994,12,0,323,4952,24,1
4829,607,1031,18,0,921,5001,25,0
786,59,966,1,0,113,5023,0,0
262,126,1022,6,0,218,5009,12,0
371,159,963,19,1,240,5012,26,2
2912,424,998,42,3,701,5014,78,6
626,241,978,3,0,476,5001,0,0
1169,74,1044,1,0,98,5039,1,0
3067,384,953,23,0,585,5025,42,0
567,266,1031,16,0,435,4963,22,0
687,313,969,36,5,443,5038,54,7
134,78,996,3,0,105,5021,3,0
1623,231,958,11,0,421,5017,19,0
277,139,1026,2,0,221,4977,5,0
1678,263,1028,7,0,473,5020,18,0
388,173,976,1,0,238,4959,6,0
896,281,964,3,0,560,5006,0,0
3958,471,1041,34,3,615,5049,40,4
3980,280,968,4,0,555,5015,9,0
3672,212,1039,17,0,314,5039,26,0
3034,197,1001,8,0,360,4999,10,0
2395,69,975,0,0,135,4963,0,0
2958,530,1038,55,3,790,4965,75,4
884,158,975,18,0,243,5003,26,1
3039,245,975,17,0,373,4992,27,0
1174,633,995,35,0,1043,4991,62,1
7741,643,1041,36,0,807,5030,55,0
4369,475,998,24,0,880,4971,49,0
479,232,1031,9,1,431,5017,11,1
3486,414,1045,25,1,621,4968,38,1
310,151,1002,5,0,292,5015,9,0
150,84,952,2,0,129,4988,2,0
3055,598,1015,33,0,896,5022,44,0
227,133,1046,8,0,190,4968,13,1
721,99,991,0,0,186,4965,0,0
409,193,968,7,0,318,5003,14,0
669,475,966,26,0,624,4974,30,0
509,240,982,26,0,389,4967,42,1
523,73,1025,1,0,133,4972,1,0
4161,630,998,46,0,834,5034,61,0
807,471,1005,58,0,599,4960,74,0
924,437,1012,22,0,603,4988,25,0
5921,509,952,18,1,790,5017,26,1
1069,202,998,8,0,246,4974,10,0
1057,480,1004,21,1,956,5012,48,4
558,340,975,2,0,523,5045,4,0
4016,372,1048,24,1,601,4979,53,2
828,126,1021,26,5,179,4994,38,7
1902,281,1001,38,0,406,5039,60,0
2825,353,1049,41,0,607,5010,62,0
4156,110,956,4,0,208,5049,8,0
800,268,995,16,0,534,5000,37,1
2615,325,995,29,2,490,5047,46,3
1010,366,1049,16,0,638,4958,38,0
2675,190,965,9,0,374,5025,15,0
769,533,973,17,0,692,4951,12,0
5060,535,1010,17,0,832,4954,23,1
1142,183,1003,8,0,259,5011,6,0
654,299,1011,16,3,583,5018,39,9
129,53,950,6,0,102,5001,10,0
6409,579,998,27,1,841,5035,46,2
2742,407,974,31,0,633,4954,50,1
1398,115,959,12,1,166,5008,21,1
1084,163,1029,5,0,279,5017,10,1
3160,512,965,30,0,783,4958,67,0
1068,519,1007,14,1,992,5042,6,0
823,338,1021,20,0,504,4971,34,1
9155,451,978,24,0,626,4976,49,0
317,153,1041,30,1,293,4959,53,2
693,350,955,24,0,430,5029,34,0
611,364,965,8,0,505,5010,9,0
9487,257,969,7,0,479,5000,16,0
839,402,1029,12,0,616,4959,23,0
4721,231,1020,9,0,365,4955,9,0
414,251,1027,8,0,361,5011,14,1
1479,221,992,15,0,380,4954,23,0
641,298,975,33,0,477,5019,57,0
8526,347,1039,12,0,664,5012,26,0
1035,188,1027,10,1,283,5005,23,3
1166,535,1020,51,0,969,5008,85,0
805,116,982,10,0,206,5012,18,0
2908,290,975,41,1,509,5038,65,2
230,42,994,5,0,66,5008,9,0
2149,82,1033,3,0,151,5000,5,0
330,53,1012,6,0,76,4999,10,0
3748,587,1016,36,1,738,4953,54,1
1396,156,1001,10,1,236,4997,15,2
5552,473,1017,46,2,625,4981,58,3
216,80,975,2,0,155,5000,4,0
795,456,1024,36,2,620,5001,57,3
404,74,951,2,0,104,5048,4,0
372,77,963,8,0,93,5023,11,0
587,333,979,14,0,541,4983,36,2
127,76,998,1,0,110,4985,3,0
1005,514,961,24,1,901,5019,38,2
3311,166,1039,9,0,204,4992,10,0
1138,666,993,55,1,826,4965,62,1
15064,610,982,39,0,916,5008,68,0
4990,363,962,29,0,537,5002,37,0
631,369,1027,27,1,468,4968,35,2
770,105,1037,3,0,155,5047,7,0
2688,324,1047,22,0,645,5038,38,0
7439,603,975,8,0,1081,5044,31,2
5062,339,970,23,0,626,4990,30,0
396,238,977,9,0,333,5030,15,0
741,306,997,3,0,564,4996,4,0
1579,293,1049,10,0,359,5043,13,0
9304,260,989,7,0,468,5003,15,2
525,248,1015,16,0,399,5004,26,0
753,168,1022,19,0,219,5044,25,0
678,307,1036,22,0,414,4968,28,0
1869,317,1028,13,0,426,5011,17,0
4603,445,1026,52,0,838,5048,97,2
362,237,972,30,2,324,5042,35,3
565,259,1030,4,0,516,5008,8,0
681,335,997,15,1,640,5014,26,2
1116,408,951,16,0,694,5017,32,0
4688,527,1033,19,1,750,4977,33,2
731,266,969,9,0,519,4967,26,1
3157,710,1008,59,3,909,4975,91,4
129,45,995,0,0,87,4968,0,0
192,89,952,3,0,157,5004,9,0
3511,345,1004,15,0,480,5006,9,0
703,361,961,25,1,531,4955,37,3
479,335,989,58,2,446,4950,78,3
628,309,1015,21,1,594,4957,45,2
320,174,1049,15,1,256,5046,21,1
1235,180,1027,5,0,285,5000,10,0
775,76,965,6,0,111,5034,9,0
1414,574,1032,47,1,888,5037,86,1
568,321,983,52,2,390,4974,64,2
908,446,993,10,0,618,4996,23,1
2960,190,955,13,2,371,5004,22,4
1760,395,1026,8,2,484,5013,16,4
4822,340,1013,50,1,528,5032,72,2
8352,658,1049,87,10,997,5042,141,17
237,128,971,5,0,211,4959,8,0
151,71,967,10,1,112,5005,17,2
514,262,961,28,0,358,4961,48,0
3567,200,1001,9,0,367,4982,15,0
1398,484,1043,43,2,933,5020,92,6
3677,367,1000,32,0,597,4966,55,0
3492,490,1020,14,0,708,5010,35,2
252,137,1045,6,0,231,4959,14,0
372,212,997,8,0,340,4980,18,0
69,35,968,2,0,42,5009,3,0
3018,204,955,9,0,383,5019,12,0
4996,367,1033,33,2,582,4966,53,3
174,65,976,5,0,117,4999,8,0
787,342,1002,8,0,657,4986,7,0
4870,340,997,12,0,675,5031,21,1
218,127,956,2,0,197,5011,4,0
697,120,1008,5,0,184,5039,6,0
2019,335,1018,19,0,498,5029,23,0
727,280,960,16,0,501,5021,16,0
605,319,964,9,0,568,5037,25,2
396,193,1013,2,0,373,5026,5,0
974,455,952,17,0,729,4978,35,1
2002,126,1018,13,0,195,4981,21,0
2776,415,972,17,0,671,5037,24,0
1484,337,1002,3,0,435,5029,5,0
181,87,986,6,0,141,4960,12,1
3982,189,958,14,0,347,5045,23,0
445,206,964,7,0,395,4955,17,0
366,189,952,15,0,339,4984,27,0
237,169,1042,8,0,212,4982,12,0
795,409,1019,30,0,584,4967,42,0
135,82,966,3,0,118,4986,6,0
180,91,975,3,0,140,4962,8,0
3327,480,970,17,0,797,5023,37,1
763,432,1021,18,0,563,5039,36,0
6770,346,970,0,0,614,5030,7,0
8607,324,960,6,0,502,5013,3,0
233,134,987,7,0,199,4950,9,0
418,191,1021,12,0,346,5012,30,0
610,402,1037,23,0,554,5038,26,0
2171,298,984,23,1,490,4983,38,3
294,146,963,3,0,224,4959,0,0
991,198,963,0,0,265,5033,0,0
329,228,959,19,0,287,4956,28,0
489,292,961,18,0,387,5005,27,0
1048,109,987,4,0,172,5029,6,0
211,36,983,3,0,49,4986,4,0
525,231,990,12,0,369,4978,23,0
2407,352,959,49,2,575,4961,87,3
1650,238,966,2,0,410,4966,5,0
1314,212,966,5,0,367,4997,9,0
1753,187,1016,19,0,239,5033,24,0
1713,195,1011,9,0,387,4975,18,0
437,258,1044,13,1,337,5032,14,1
296,138,950,13,0,210,4961,23,0
5334,307,961,14,2,449,4970,24,4
819,496,953,37,1,721,4991,54,3
419,278,991,14,0,398,5010,18,0
11478,469,962,81,0,858,5007,160,1
526,273,1047,10,0,337,5003,15,0
696,54,1034,1,0,103,4983,3,0
2570,256,1035,5,0,495,4956,14,0
206,148,953,8,2,186,4984,11,3
13542,602,1031,53,5,865,4964,73,7
29,5,1018,0,0,8,5014,0,0
1516,305,968,4,0,438,5039,1,0
3913,518,951,5,0,632,5048,0,0
959,194,961,3,0,257,4974,5,0
167,110,1030,17,0,158,5008,26,0
615,330,1023,26,1,572,5028,47,2
2830,423,1047,52,4,548,5035,61,6
6930,373,955,10,0,526,4955,13,0
1050,450,957,7,0,762,5001,16,0
6141,322,1000,12,0,564,5028,17,0
1810,593,960,38,1,1122,5037,74,2
555,78,1012,5,0,149,4970,11,1
1620,194,1006,27,0,253,5020,37,0
1680,165,961,11,0,298,5042,17,0
9551,646,1022,53,9,1119,5045,108,18
18604,550,951,44,0,1017,4981,86,1
5322,288,957,10,1,555,5002,19,2
1180,146,960,12,1,219,5008,18,2
204,121,1002,6,0,175,5018,13,0
620,364,1049,6,1,527,5011,6,1
1303,589,959,68,5,1169,4953,127,11
745,98,1034,2,0,159,5035,4,0
1307,111,1033,3,0,215,4967,2,0
243,21,957,0,0,38,5048,2,0
10251,273,985,11,0,522,5030,16,0
3598,371,1042,31,0,527,5005,48,0
3024,211,1025,6,0,265,4973,8,0
1164,215,963,9,0,315,5015,13,0
63,39,1003,2,0,59,4962,3,0
1636,272,1034,24,1,469,5011,39,1
430,195,1035,19,0,281,5003,29,0
159,96,970,5,0,148,4964,7,0
16876,734,999,105,10,1080,5018,146,14
1277,172,1043,1,0,343,4952,0,0
617,239,988,9,0,376,4986,13,0
844,292,969,2,0,579,4986,6,0
2000,150,1037,7,0,292,4952,17,0
3351,355,1036,6,0,679,5012,10,0
431,313,956,43,0,401,4984,56,0
885,63,958,10,0,88,5001,14,0
4175,551,950,14,0,767,5036,23,0
1665,351,975,88,3,471,4977,115,5
1339,669,987,86,0,883,5043,118,0
298,182,987,4,0,224,4967,3,0
430,258,1010,31,2,360,4985,45,3
1166,246,993,9,0,330,4982,11,0
4497,206,1035,46,0,313,5013,72,0
1644,595,993,20,0,1127,4975,41,0
746,369,1023,14,0,583,4997,30,2
862,437,1011,60,12,752,4989,108,22
6839,205,955,3,0,358,4966,6,0
387,246,966,18,1,329,4989,28,2
1310,557,1000,21,0,1111,4956,25,0
4524,454,987,14,0,558,5006,18,0
389,75,973,3,0,102,4957,5,1
623,100,1000,2,0,152,5005,4,0
861,404,959,37,3,789,4980,65,6
1504,113,1021,5,0,224,5008,13,2
14998,516,970,68,0,854,5007,125,0
215,120,1019,3,0,185,4961,5,0
505,75,1034,9,0,108,4997,13,0
1322,444,1006,24,3,829,4980,49,6
96,50,988,6,0,67,5032,7,0
5427,292,1037,4,0,542,5012,4,0
9214,383,982,45,2,612,5023,70,4
5465,313,1008,8,0,538,4988,11,0
2582,391,967,26,1,644,5025,42,2
3694,443,1005,54,0,752,4969,97,1
3223,453,1041,12,0,622,4997,15,0
783,357,1006,21,0,649,5020,39,0
504,355,1045,15,0,448,5003,15,0
2231,223,1025,12,2,333,5027,22,3
492,263,997,16,0,454,5024,23,1
3275,280,991,10,0,550,5020,23,1
1061,468,976,35,3,696,4978,55,6
172,88,1023,6,0,141,5023,7,0
556,248,1001,7,0,448,5042,8,0
4298,558,991,23,0,962,5022,44,0
974,454,981,38,6,828,5049,68,11
7249,425,975,14,0,743,4997,24,0
669,316,974,18,2,557,5023,29,3
887,427,1024,38,0,608,5032,50,0
644,373,972,30,0,560,5005,59,0
535,383,1047,11,0,494,5044,18,1
549,269,1006,15,0,362,4966,23,0
5601,354,1001,13,0,679,4958,17,0
2307,212,1036,9,1,332,5046,13,1
268,109,1042,3,0,201,4983,7,0
1201,471,980,18,0,878,4994,26,0
575,317,1013,14,1,442,5037,19,1
1022,506,1020,35,0,767,4958,60,0
3491,297,982,17,0,385,4956,22,1
719,399,1034,13,0,643,4965,22,0
5289,380,951,44,0,585,4968,73,0
209,96,967,10,0,170,4955,18,0
1474,218,996,31,2,302,4960,45,4
368,187,982,31,0,235,5025,38,0
266,115,1047,16,1,169,5010,22,1
4158,291,1033,9,0,576,4991,21,0
434,155,984,11,0,264,4962,22,0
216,128,1000,4,0,168,4961,2,0
122,62,967,2,0,114,5034,2,0
2765,203,1037,17,0,291,5023,21,0
706,327,1021,6,0,473,4969,3,0
587,284,979,17,0,399,4999,26,0
1214,148,993,12,0,217,4985,18,0
1512,213,1002,24,0,260,5041,29,0
1898,230,959,16,0,446,5037,26,0
334,233,1036,6,0,316,5018,7,0
1562,580,1001,6,0,1147,4986,22,0
319,132,998,14,2,215,4961,25,3
1463,299,960,6,0,365,5048,0,0
432,203,1015,16,0,275,4989,17,0
300,188,1007,3,0,227,5003,5,0
5457,648,1039,22,0,861,4951,44,0
986,163,985,8,0,259,4999,15,0
4655,201,982,21,0,315,4990,29,0
1354,160,996,5,0,230,4994,5,0
10526,756,962,42,3,1494,4958,84,7
347,137,989,17,0,238,5011,29,0
2014,282,1038,12,0,433,5035,18,0
595,304,1017,42,4,551,4996,77,8
209,80,991,6,0,127,4954,11,0
8959,492,968,10,0,703,5025,9,0
8390,510,1031,13,0,920,4950,28,0
6855,386,1043,48,2,769,4993,89,3
706,298,968,11,0,455,4971,15,0
2287,255,1007,4,0,394,4987,6,0
1826,97,972,7,0,133,4968,10,0
4809,471,1003,51,7,866,5029,81,11
1023,139,1029,2,0,227,4980,1,0
442,72,1014,1,0,130,5016,1,0
464,347,961,36,0,419,5036,48,0
254,97,973,0,0,172,4991,0,0
1203,566,983,20,0,839,5031,10,0
504,61,1002,4,0,99,4975,8,0
2641,146,957,9,0,277,4962,17,1
4274,506,967,19,0,884,5007,28,0
142,99,1006,3,0,126,4967,5,0
1257,167,954,3,0,211,5016,7,0
9568,368,975,28,1,653,5036,49,2
1069,213,979,6,0,264,4952,6,0
315,198,1003,3,0,282,5004,2,0
2797,342,962,15,1,597,5038,23,2
287,146,1032,17,1,242,5040,27,2
4050,246,978,14,0,317,5007,18,0
301,101,952,5,0,195,5012,14,0
602,307,1039,33,1,405,5040,42,2
222,175,1007,13,0,210,5001,14,0
2005,261,1025,17,1,489,5038,27,2
4188,456,951,71,2,902,4973,126,5
168,95,1024,7,0,120,5021,8,0
1043,558,977,17,0,713,4958,16,0
1171,102,1031,2,0,201,4986,5,0
472,58,1026,1,0,84,5043,4,0
770,418,1035,33,1,706,5032,59,3
1675,240,1025,5,0,473,5002,14,0
728,118,951,6,0,206,5029,15,0
3689,452,956,54,3,647,4973,67,5
590,103,975,3,0,168,4970,8,0
1052,516,1039,36,0,998,5049,81,1
4465,340,1037,18,0,646,4989,29,0
4209,431,1025,4,0,773,5011,12,2
440,170,965,2,0,338,5019,0,0
1054,611,972,31,1,780,5018,34,1
784,115,989,6,0,207,4963,14,0
7670,390,1009,65,2,625,4991,103,4
1641,236,1022,5,0,360,4999,5,0
1685,239,981,6,0,467,5010,7,0
539,300,964,22,0,487,4953,36,0
793,361,962,11,0,602,5021,11,0
189,116,954,4,0,148,5037,4,0
1122,142,1024,5,0,277,5024,13,0
3979,550,1023,27,0,687,4966,27,0
4111,414,1001,74,1,537,5034,84,1
1446,326,1026,6,0,426,5006,7,0
1235,480,990,5,0,776,5039,15,0
699,255,1002,26,0,435,4997,39,1
1330,254,999,8,0,355,4993,10,0
588,317,964,23,0,544,4994,50,0
2971,157,956,2,0,269,5040,6,0
12215,563,989,35,0,833,5029,47,1
289,113,977,17,0,175,5039,27,0
429,63,981,1,0,110,4982,2,0
3632,269,1048,4,0,362,4980,1,0
923,451,964,19,1,781,4996,27,1
1401,69,1049,10,0,119,4955,19,1
806,109,1034,4,0,197,5021,5,0
242,97,1019,5,0,179,5020,9,0
4353,374,1014,8,0,641,4983,1,0
1202,577,953,9,0,1041,5002,30,0
2980,246,960,14,0,407,4963,34,0
166,98,975,4,0,136,4965,5,0
407,192,1010,5,0,245,4992,5,0
695,296,986,24,2,425,5022,24,2
1540,107,972,3,0,202,5023,8,0
504,241,1042,12,0,324,5030,18,1
379,197,1034,7,0,310,4961,12,1
803,421,1040,8,0,761,5019,24,0
1494,584,989,40,1,1037,4968,75,2
156,61,1026,2,0,106,4990,3,0
5472,238,972,16,0,323,5002,17,0
11360,557,965,27,2,859,4978,45,3
702,94,1043,1,0,132,5019,0,0
1732,334,1010,22,1,510,5008,37,2
2202,267,1017,26,0,419,5038,48,0
2449,435,1029,41,0,651,5013,73,0
793,123,980,6,0,226,4973,8,0
18,6,1002,0,0,11,5038,0,0
993,76,974,11,0,94,4965,14,0
183,98,993,8,0,124,5001,10,0
685,360,961,13,0,560,5029,18,0
1896,189,1039,16,0,320,4955,22,0
1657,644,1046,11,0,1283,4986,20,0
1148,563,1041,12,1,939,5034,26,2
359,172,958,13,0,267,4953,22,0
274,216,961,17,1,260,5047,20,1
4031,243,1018,6,0,358,5041,11,0
1956,277,1003,21,2,540,4987,51,4
11358,557,1003,13,0,731,4990,24,1
602,115,977,6,0,163,5041,9,0
4749,593,1005,9,0,713,5030,8,0
2451,224,1048,10,0,423,4963,19,0
3427,254,1018,0,0,483,5020,0,0
6881,545,1047,13,1,940,5035,31,3
2520,193,1047,11,0,311,5000,20,0
950,130,1026,19,0,244,5014,34,1
542,175,1007,13,0,340,5042,29,0
6661,874,1027,13,0,1202,5001,29,0
113,59,1024,3,0,100,5044,5,0
670,282,991,4,0,521,4979,11,0
352,142,987,7,0,236,5006,8,0
726,398,1017,27,0,680,5028,55,1
232,38,1002,2,0,46,5031,2,0
259,102,982,8,0,172,5048,12,0
1191,140,1020,2,0,268,4979,7,0
2410,434,1005,14,0,645,5047,26,1
91,49,1021,2,0,76,4991,3,0
3790,328,1000,19,0,641,4960,33,1
1085,471,1023,18,0,929,4976,45,0
555,272,992,4,0,484,4973,11,0
3907,477,964,13,1,613,5048,15,1
3747,494,987,19,0,777,4988,11,0
546,309,964,19,0,440,5021,24,0
3537,248,954,9,0,350,4967,13,0
1025,112,1042,2,0,219,5026,8,0
1171,189,1032,15,0,349,4994,32,0
349,229,1003,12,0,326,5037,15,0
1131,502,1000,9,0,680,5036,17,0
4195,456,959,12,1,875,4961,30,2
2996,448,961,18,0,835,4998,31,0
341,57,953,7,0,82,5043,11,0
7499,333,1044,21,1,539,4980,29,2
1226,126,967,6,0,164,5041,8,0
649,305,1029,32,0,494,4971,49,1
833,110,985,6,0,203,4993,10,0
1239,489,974,65,2,946,5041,113,3
1157,185,1036,12,0,286,5013,19,0
273,136,1025,8,0,197,5026,13,0
238,27,1047,0,0,39,4974,1,0
587,270,985,27,0,448,5000,43,0
9020,449,1016,39,1,825,4956,73,2
571,240,958,9,0,365,4955,17,0
469,214,1010,11,0,308,4973,16,0
23,10,1002,1,0,17,4968,1,0
466,257,967,18,1,382,5032,25,2
341,192,992,6,0,275,5049,12,0
319,180,984,11,0,285,4958,20,0
657,104,1012,11,0,150,4985,17,0
1145,494,1047,3,0,959,4989,18,0
1108,51,1027,0,0,85,5042,1,0
2003,215,953,15,0,351,4973,34,0
4594,371,1042,5,0,453,4997,0,0
9407,447,990,23,0,638,5012,34,0
1400,200,994,16,0,369,5018,27,1
264,140,999,11,0,250,5002,20,0
1605,600,1028,48,10,1160,5003,79,18
1037,517,977,18,1,909,4991,19,1
1532,159,991,12,0,282,4994,21,0
539,267,1029,6,0,504,5039,17,0
761,398,1025,39,5,508,4963,49,6
885,303,1018,31,0,536,4978,61,0
691,272,1047,9,0,482,4955,15,0
373,160,950,2,0,247,4956,2,0
4578,190,988,3,0,244,4986,3,0
597,205,1045,9,0,375,5002,18,0
2207,455,1039,18,0,609,4967,33,0
3287,451,966,13,2,595,5036,22,3
250,33,1040,4,0,61,4987,9,0
830,146,1037,4,0,204,5008,4,0
1830,180,984,9,0,246,4950,10,0
993,477,995,34,0,597,5017,38,0
392,192,991,15,1,370,4993,29,2
459,184,988,21,0,288,4996,31,1
1088,257,1039,29,2,319,4984,43,3
482,313,998,24,2,402,5036,32,3
668,390,1011,32,0,482,5040,33,0
2816,319,987,51,6,562,5009,89,11
823,31,972,3,0,49,5039,5,0
4363,308,971,24,0,544,5001,38,1
1230,180,953,17,0,218,4957,22,1
197,86,998,4,0,136,5029,7,0
12932,502,1008,17,0,958,4990,41,1
1016,216,1022,13,0,278,4952,16,0
620,340,1017,3,0,563,5045,0,0
799,424,1020,11,0,721,5018,22,1
1527,272,1036,10,0,426,5033,14,0
119,60,951,5,0,113,4963,9,0
2022,277,998,12,2,419,5045,17,3
3270,374,1037,28,0,666,4975,66,0
433,191,1044,4,0,311,5019,9,0
505,235,980,14,0,461,5007,32,1
1071,166,989,8,0,219,5049,9,0
242,42,997,0,0,58,4989,1,0
10326,457,1000,63,2,684,5000,104,3
318,137,992,3,0,220,4954,9,0
8928,259,1047,11,0,451,5026,13,0
2430,277,1004,13,0,389,4981,20,0
1068,102,1037,4,0,125,5029,6,0
1887,154,998,9,0,199,4950,16,1
2616,261,1039,25,0,416,5026,40,0
574,309,1029,12,0,510,5003,19,0
1077,166,1006,11,0,212,4960,16,1
8461,634,1026,28,0,1164,5002,58,1
1147,150,964,18,0,225,4957,30,0
925,113,976,5,0,146,4974,4,0
446,207,1017,6,0,272,4989,9,0
445,220,1029,14,0,313,4981,23,0
427,272,1013,12,0,361,5037,17,0
3382,459,1043,21,0,811,4977,52,0
2636,134,979,16,0,231,5027,26,1
255,142,985,9,0,182,4952,11,1
365,163,1016,5,0,299,5049,10,0
539,308,1035,13,0,505,5040,27,0
5163,630,1035,3,0,989,5033,15,0
3359,325,998,13,0,427,5028,15,0
255,123,1025,7,0,180,5011,11,0
398,262,1004,19,0,341,4976,26,0
734,247,1034,10,0,488,4994,24,2
10876,379,1005,73,4,736,5041,145,8
3499,186,1017,7,0,303,4974,7,0
5649,554,1044,24,0,842,5010,53,0
662,325,993,32,1,560,4993,51,2
141,74,980,5,0,131,5046,9,0
1654,249,1007,2,0,333,4995,0,0
791,380,1036,18,0,607,4963,30,1
2085,293,1002,7,0,437,4957,10,0
836,286,1033,13,1,544,4997,23,1
678,317,1028,17,0,414,4963,22,0
261,104,972,5,0,198,5014,7,0
1224,435,977,35,1,778,5029,49,1
2643,255,965,11,2,321,5031,15,3
693,320,986,10,1,632,4956,21,2
3558,154,970,10,0,295,5028,23,0
3903,608,1028,7,0,827,5037,11,0
4116,485,966,41,1,896,4998,72,3
855,343,986,35,0,661,5004,78,1
2524,341,1026,14,0,459,4962,18,0
1463,191,968,0,0,332,5022,4,0
951,105,979,3,0,199,5005,9,0
460,205,994,13,0,361,5005,22,0
493,352,967,79,1,461,4964,108,2
2944,314,1027,39,2,431,5006,56,4
633,281,1011,16,0,451,5007,26,0
2418,416,985,4,0,632,4984,11,0
3338,342,1049,30,0,632,5037,53,0
363,227,1033,9,0,335,5046,17,0
3384,192,1001,7,1,319,4965,11,1
433,283,968,30,4,395,4957,41,6
596,291,993,43,1,462,5042,62,2
1299,234,956,8,0,366,5036,16,0
477,287,993,7,0,376,4994,6,0
67,35,1017,0,0,51,5044,0,0
6615,434,983,15,0,697,4989,25,1
2061,373,1015,12,0,500,5003,22,0
226,113,1018,7,0,146,4963,9,0
1239,587,1004,36,1,1074,5008,53,2
398,55,959,3,0,108,5043,6,0
303,151,1045,4,0,222,5002,8,0
439,317,991,9,0,416,4976,17,1
655,267,990,10,0,402,4996,20,0
680,285,1026,19,0,429,5029,28,1
837,364,1018,10,0,622,4955,7,0
641,321,959,24,0,551,5004,34,0
201,114,959,8,0,170,5046,13,0
1176,109,1040,8,0,193,4993,14,0
11430,561,1009,41,0,992,4967,74,0
2281,490,1000,23,0,656,4965,28,0
1131,101,970,14,0,168,4961,22,0
928,152,957,8,0,213,4969,14,0
481,199,1014,1,0,387,4994,0,0
497,218,1041,9,0,360,5013,18,0
961,412,1027,12,0,786,5008,31,2
535,200,1034,5,0,379,5042,9,0
2517,310,979,19,0,549,5043,38,0
1489,625,1034,60,4,928,5039,96,6
1059,412,998,35,0,679,4971,54,0
1278,217,958,24,3,331,5046,35,5
574,270,966,17,0,389,4996,35,1
654,289,1018,10,0,524,4978,29,0
1668,190,1007,4,0,371,5035,5,0
519,368,1006,5,0,472,4994,0,0
442,247,1011,10,0,374,5026,16,0
647,294,1044,8,0,464,4958,10,0
505,286,1001,26,0,438,4973,44,0
575,324,1010,66,2,511,4964,101,3
12593,481,989,9,0,819,4985,19,0
349,59,987,2,0,85,4962,4,0
7138,440,992,8,0,753,5040,4,0
5600,402,1012,4,0,773,4993,7,0
1648,254,968,3,0,398,5020,6,0
2239,446,1049,16,0,658,5021,25,1
147,65,999,1,0,111,5027,2,0
3464,418,982,43,1,616,5025,69,2
1089,89,962,2,0,168,4985,4,0
332,153,1027,34,0,222,5010,48,0
1094,455,1046,2,0,732,5030,16,2
5882,397,1011,35,0,530,4989,46,0
721,365,1042,11,0,643,5042,8,0
3884,250,992,12,0,377,4976,13,0
580,282,998,27,0,534,4950,55,1
2177,326,985,9,0,465,4983,10,0
365,155,959,5,0,267,5017,11,0
517,250,1044,5,0,412,5037,10,1
2334,286,955,15,1,363,4970,11,1
5577,240,1006,2,0,448,4982,7,0
1172,166,950,11,0,317,4956,23,0
3061,265,1020,18,0,516,5014,35,1
1196,206,1007,9,0,310,4952,12,0
431,164,1040,5,0,292,5000,4,0
735,89,970,8,0,170,5028,14,0
4402,186,1041,1,0,275,5044,0,0
40,18,1029,0,0,24,5003,0,0
314,179,1005,1,0,232,5029,0,0
1812,340,1036,11,0,463,5023,22,0
851,344,969,9,2,633,5042,16,5
1405,531,1003,53,0,900,5008,83,2
663,121,974,8,0,189,4955,14,1
1700,595,977,27,1,1162,4978,74,2
489,209,954,34,0,302,4966,57,0
2325,447,970,9,0,591,5009,2,0
838,38,967,1,0,59,4971,3,0
1113,434,996,57,6,797,4973,97,10
386,160,1019,2,0,277,5030,6,0
3089,350,1006,28,0,587,5034,42,0
408,243,1042,17,0,317,5000,20,0
728,277,968,10,0,452,4999,23,0
62,29,1046,0,0,51,4960,1,0
2340,301,1014,1,0,539,5005,5,0
997,439,952,14,0,605,5020,29,0
51,34,991,3,0,44,4991,4,0
4844,271,970,11,1,468,4988,18,2
598,397,1048,37,0,528,5018,50,1
