video_id,channel_name,video_length,views_final,impressions_final,like_final,comment_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k,reaches_5k
31dddc09-dfd8-4469-b7a0-1f929a6bf4f0,channel_674,943,215,5073,14,0,68,1000,0,0,91,5000,3,0,False
f6e888f0-9cc7-41e0-9bd4-a6d85b06db69,channel_354,889,260,5073,8,1,75,1000,2,0,91,5000,2,0,False
e0039ba2-f2e1-4d87-b742-8adb0268c210,channel_327,1100,460,7407,31,0,77,1000,4,0,114,5000,4,0,True
86b34d0e-e60b-4fd1-9c79-da77db47d6fa,channel_117,373,833,5018,50,8,191,1000,8,1,301,5000,5,2,True
891ee690-65ff-4f6b-8c49-0bec704d0334,channel_212,754,1362,8644,65,8,210,1000,3,1,446,5000,30,1,True
2de54f6f-310b-4460-87ab-1a8a99ad4e6a,channel_474,494,771,5272,37,4,186,1000,3,0,318,5000,17,2,True
16ca2772-1052-4d28-9503-55c2dbe8864c,channel_357,148,927,7988,42,8,137,1000,1,0,261,5000,10,1,True
2f5f0d11-76e8-4c8d-abfc-bd814e1f0692,channel_525,519,769,4681,28,5,201,1000,4,0,307,5000,9,0,False
fba8af8f-fc4e-458c-87d0-72932ca2900e,channel_500,291,932,5528,22,4,246,1000,17,1,335,5000,4,1,False
d4e9da38-433a-47b0-b63a-03644ab578db,channel_468,1771,428,7340,13,3,86,1000,3,0,149,5000,7,0,True
f2bc5f21-0cb2-4ddb-a33e-aa01466dbc85,channel_54,129,275,5907,17,2,64,1000,3,0,141,5000,3,0,True
9f5b5f2e-7ea7-47b5-bec4-4ac3e2b2822d,channel_137,1660,252,4479,14,1,76,1000,5,0,107,5000,2,0,False
9175c9e2-afe7-42ae-9180-9e3c6df8cd6e,channel_264,1765,346,3144,8,3,135,1000,1,0,219,5000,5,0,False
d3df00f3-371e-4c16-95a2-39b6e7693817,channel_266,907,1198,5524,30,10,253,1000,9,1,369,5000,23,2,True
0ce87a52-378b-4e60-bf56-d0c0469e206a,channel_484,1541,1218,13259,64,2,143,1000,4,0,203,5000,7,1,True
7ace1740-7dfd-4ba6-8f0d-5959019fecb7,channel_959,451,437,9365,13,1,55,1000,4,0,135,5000,4,0,True
47965285-4af5-4c12-8763-51510aa642ab,channel_67,1247,944,4218,33,5,296,1000,11,0,369,5000,4,1,False
0c9628d3-6bf1-44b8-9494-bc868d15a52f,channel_665,380,2096,9234,137,15,272,1000,16,0,665,5000,25,4,True
fa6320b1-1a8a-4e81-9d26-ede61b52e24b,channel_448,278,372,9312,14,1,55,1000,1,0,101,5000,4,0,True
9ce7cb29-3431-49ab-8d12-eb3e827ea41d,channel_824,251,227,3651,7,1,90,1000,3,0,140,5000,2,0,False
f7796a23-6b13-457e-aefd-68008f81b346,channel_920,565,354,5189,16,2,89,1000,2,0,135,5000,2,0,False
9b1f064f-8aec-4645-9531-1b105d80784f,channel_900,612,1178,4665,49,3,279,1000,19,1,670,5000,36,4,True
73ac52ac-4ad7-4c6b-8e35-ede5ff759c70,channel_454,391,852,5917,48,3,207,1000,10,1,345,5000,18,0,True
084891a9-0c65-4015-8ee3-730d773f098f,channel_505,487,924,4101,24,4,258,1000,13,2,455,5000,6,1,False
5555b41a-c075-4d85-9f53-9a832b6ba21d,channel_790,1615,1257,12489,30,5,160,1000,5,1,301,5000,20,2,True
b7c22b68-183b-486c-bfba-723dec5f4a4e,channel_197,956,201,4493,9,1,54,1000,3,0,75,5000,2,0,False
21844e0f-7511-43fa-b964-b13a035eaae3,channel_878,552,1294,9456,63,11,193,1000,4,1,322,5000,8,0,True
ce5843a9-883c-4048-ad05-37532ed34e19,channel_679,1092,223,5969,6,1,57,1000,3,0,113,5000,4,0,True
4981f025-8cba-429a-8420-97f6dc0c4bf6,channel_346,1631,1940,8800,92,13,291,1000,8,1,535,5000,13,2,True
ff60e3d0-e904-4310-bfa0-497c3c1ca486,channel_836,1520,379,5425,12,3,107,1000,6,0,180,5000,4,0,False
775727eb-b461-4853-980d-f581ec8831b9,channel_843,708,795,4715,38,5,211,1000,2,1,301,5000,4,1,False
cdc8fa2a-bbf0-44e0-b550-87803d13cdf6,channel_667,798,455,6589,16,2,86,1000,3,0,207,5000,10,0,True
a0f94e87-14bb-46cd-950d-75ad8cf87b00,channel_619,131,244,4252,5,1,75,1000,3,0,131,5000,3,0,False
93feae00-f77e-40c6-b0b1-d353ad0a2d98,channel_530,1229,1256,12882,74,6,126,1000,4,0,309,5000,7,1,True
de2da6b8-bcec-4d0a-962c-75bb00b9a60d,channel_940,1687,1746,8092,51,14,243,1000,11,1,607,5000,15,2,True
093046c3-059c-4a92-b1c1-32c6d3b7a2b6,channel_695,24,944,8398,21,7,151,1000,7,0,282,5000,4,0,True
bbb28930-17b9-407b-88ee-5d50615898b3,channel_194,1697,454,4649,21,2,151,1000,10,1,267,5000,5,0,False
5f4f627e-dad4-44da-980a-412eb332aa1c,channel_323,1190,1747,9286,79,9,218,1000,9,0,428,5000,14,2,True
18b15205-8c28-4289-ad2a-f9cadd2e0cf7,channel_587,206,1823,8779,89,9,296,1000,18,2,542,5000,24,0,True
eabae43d-e48d-46ba-8310-8170533ebf20,channel_325,193,1381,6798,96,6,248,1000,17,1,401,5000,15,1,True
241b1285-ea81-445a-894b-a8cbe47a106b,channel_624,301,1902,12203,97,12,242,1000,9,0,470,5000,18,1,True
8dc30211-07a0-4703-bcd7-56115396c8a2,channel_780,1388,719,4093,16,3,209,1000,15,0,358,5000,8,0,False
3b9a0aed-d6cd-4075-9a4a-07799574bdcf,channel_856,838,2346,12761,155,10,282,1000,4,0,500,5000,23,3,True
392adb34-9223-48cd-bddc-6ee868965b7f,channel_497,1245,2588,12590,121,13,284,1000,19,0,685,5000,21,1,True
f192ea70-c74f-4623-a89e-4c9c4bb663fe,channel_274,995,776,8665,17,4,141,1000,11,0,207,5000,9,1,True
c75f530c-7999-4e96-9f49-84621e4b6920,channel_364,467,548,3889,17,4,162,1000,8,1,247,5000,9,1,False
2f752e9b-1096-4b30-9723-0370efc505de,channel_378,1553,1769,10933,40,8,205,1000,2,2,462,5000,25,2,True
ac73fc87-8ff2-4b3f-81ce-5d92ed2d6bf1,channel_948,702,726,4288,36,1,212,1000,4,1,349,5000,13,1,False
bf09b090-5a78-498e-be09-91502bffd242,channel_910,1013,1544,15035,42,8,158,1000,9,0,359,5000,7,2,True
e3f54543-8573-4b07-8e64-8a79762ce54d,channel_343,684,258,4577,13,1,67,1000,4,0,84,5000,1,0,False
e4e676aa-4f20-4e26-8eaa-cc5ba4bdab7a,channel_968,766,1372,10245,92,13,155,1000,6,0,331,5000,7,2,True
c32c8081-3b68-4a38-87b8-c1f1e9364cc1,channel_119,730,472,14594,13,4,50,1000,3,0,96,5000,2,0,True
00a7d5f5-1657-4495-9d05-8a318239f9ac,channel_710,187,1907,10111,121,18,292,1000,6,0,726,5000,29,4,True
04df716e-a5a3-4c6c-a9a1-c1eb3c0dc468,channel_193,727,850,7095,25,2,190,1000,2,0,371,5000,8,1,True
81c31a2b-07d0-46c2-96bd-b6d2297e859f,channel_480,1313,2285,10674,138,10,281,1000,4,2,446,5000,10,1,True
3db6f5a7-84db-44cc-875b-a9a784ebaf26,channel_367,1718,684,5732,47,5,173,1000,7,0,403,5000,15,0,True
24bf8968-ca9d-4db0-832f-9bf417bc1cdf,channel_965,786,806,7089,31,2,180,1000,9,1,383,5000,6,2,True
f4bae8cd-cc28-4fa5-b835-765ef35faa0d,channel_424,1638,1984,11309,88,18,208,1000,10,0,393,5000,11,1,True
ac643bf5-fdce-45ad-a869-3c87abfcdcae,channel_835,1388,1757,8300,114,10,299,1000,19,0,724,5000,48,3,True
5be4f766-d63c-40e0-ad4f-d6f55e6c62b1,channel_825,682,428,5776,21,3,107,1000,5,0,217,5000,11,0,True
0f7fd8e4-42e2-4173-a762-65b412057bb1,channel_258,774,1607,9083,64,10,225,1000,5,0,521,5000,16,1,True
9ddcf379-60e8-4392-91ce-cc1e4e06fa2d,channel_641,1019,464,4076,10,2,127,1000,6,0,278,5000,11,1,True
3966fb2f-7463-42f0-a0bf-71e6d7e5c6d2,channel_733,357,1872,8607,101,3,253,1000,9,2,508,5000,26,3,True
99f14fbb-2aab-4d8b-af9b-8b367141d83a,channel_721,748,469,3062,17,4,169,1000,6,0,303,5000,9,0,False
9fdf5cc2-a5b0-4a68-af01-eae21e87f575,channel_85,1508,381,3135,7,1,150,1000,11,0,184,5000,5,0,False
4fe3016f-a4d1-4064-8249-333275cad6c9,channel_403,688,1296,6257,70,8,299,1000,4,2,597,5000,10,0,True
da85ea9a-5582-4cfc-b80c-b37e47b49f86,channel_769,1067,745,8525,46,5,110,1000,6,0,210,5000,14,1,True
f960752e-7c17-49ab-a0af-2577c1bb217b,channel_531,1791,1492,9287,62,14,221,1000,7,1,352,5000,18,1,True
42fd0cd3-5e45-487c-bb12-df3c7ddc44b4,channel_719,1221,736,4448,35,5,253,1000,13,2,339,5000,7,1,False
6433a7b7-cc2b-4679-beae-15c2b50b0a0b,channel_368,1174,1375,7509,80,8,229,1000,3,0,499,5000,16,0,True
3358dac6-c4a7-4369-b816-6c6e313f1b8b,channel_277,1722,578,13370,32,1,63,1000,1,0,90,5000,1,0,True
e9b9a1c3-ff3f-4ff3-9733-cffbab9698ed,channel_629,346,424,4049,15,3,120,1000,5,1,200,5000,2,0,False
60807109-2777-468f-b603-7b92fccc4431,channel_806,1107,640,3552,20,4,237,1000,10,2,359,5000,14,2,True
cccae766-2673-44d9-b566-6309fb924908,channel_51,956,911,6602,38,5,213,1000,4,1,474,5000,19,1,True
88edd796-9623-400d-aca6-9df57245701a,channel_653,205,544,3738,33,4,179,1000,9,0,251,5000,3,0,False
0713d78f-37f8-4aff-a50f-ca969e12c1a7,channel_812,911,170,4487,9,1,55,1000,2,0,77,5000,2,0,False
124b9d0d-bf64-44ca-9a34-684adf8669b2,channel_712,1754,907,7687,31,8,137,1000,5,0,225,5000,9,1,True
f3c29aeb-6c42-4f00-b66d-0fcef6962cbc,channel_121,646,691,11575,48,4,94,1000,3,0,171,5000,11,0,True
92656e7d-4f4b-4e64-ab05-e6af7b3e004a,channel_30,1342,1151,10984,56,5,158,1000,9,1,230,5000,11,0,True
4199847b-551e-4b99-910f-046f8aa81e98,channel_295,464,432,6270,18,1,77,1000,2,0,109,5000,2,0,True
c66b5894-b44a-4556-88bd-0f7e7440b33f,channel_835,537,890,3415,60,2,298,1000,10,2,508,5000,13,1,False
02a8fd6a-a166-4481-b602-1b3cf8eb2e65,channel_386,1481,1278,10135,30,6,176,1000,2,1,411,5000,26,2,True
8666e4f5-625e-4539-9134-2618cb446027,channel_588,514,750,11659,39,5,102,1000,1,0,168,5000,9,0,True
82482b42-55d2-4645-9164-7aa9672013ec,channel_673,1149,923,5891,47,2,240,1000,11,1,530,5000,27,1,True
add898ab-18b7-4f48-978f-c7c05d0e0950,channel_504,668,585,5202,38,5,167,1000,12,0,389,5000,14,2,True
badadf07-edaa-4f99-a418-713e180ecef3,channel_614,992,762,5074,50,7,196,1000,9,1,344,5000,4,1,False
9f00669e-2d47-4036-9204-5cee8067b71b,channel_387,1732,1727,9686,119,13,276,1000,17,1,555,5000,29,2,True
d48c8802-b837-41e4-8958-1da5cd749fa4,channel_238,684,312,4021,13,2,92,1000,3,0,143,5000,2,0,False
c4578427-e248-4ab9-8dfd-834a299ce1a2,channel_963,650,935,11236,41,3,111,1000,3,0,199,5000,7,0,True
ccef7b62-5229-474c-b688-3125b5c77bd8,channel_754,1024,316,3522,11,2,100,1000,2,0,130,5000,4,0,False
b4733f0e-8e96-462c-854d-296f0929ce37,channel_341,1778,198,4393,9,0,66,1000,2,0,80,5000,2,0,False
c6b21a67-2c5d-42e8-aa8d-450e67a21618,channel_575,1423,784,3995,52,6,281,1000,14,2,404,5000,15,0,False
f5845f55-656d-48d0-b3db-661d88f5a417,channel_899,258,210,3363,9,1,72,1000,2,0,88,5000,2,0,False
88d484e6-8af1-4e39-9ce5-8baf56c00fe7,channel_389,1034,643,4178,44,2,200,1000,4,1,334,5000,10,1,False
6b984d9f-004f-4ce9-8358-77f9658dc90d,channel_299,757,666,5742,42,4,180,1000,12,0,258,5000,6,1,False
1b976058-a9d2-4751-bd94-d2035e678248,channel_452,1093,676,4702,35,4,188,1000,15,1,316,5000,11,0,False
cce21e3a-e683-4701-b28a-ce0d5548021c,channel_835,672,1196,6293,24,5,222,1000,16,1,350,5000,15,2,True
e18eff1f-0560-4cd4-a48d-642979d78cdf,channel_601,1274,205,4494,4,1,65,1000,4,0,114,5000,1,0,False
16f83225-c831-4573-b2b2-b9509d9365f1,channel_28,1187,415,9338,11,1,55,1000,1,0,99,5000,5,0,True
5c1cc076-02fc-4a4b-85fa-aa3f22f0a4f1,channel_34,1527,698,4501,30,1,188,1000,14,1,463,5000,13,3,True
7d848d07-8cdb-4365-a47e-c3514a6f22af,channel_478,53,544,3512,14,1,217,1000,9,1,363,5000,20,1,True
a201347c-4472-41a9-8c20-3d58f66745c5,channel_473,1005,1216,4778,84,7,292,1000,13,1,692,5000,30,5,True
cfd7f20e-51ce-493f-a287-f1db952adf4c,channel_275,81,1020,9186,47,2,135,1000,2,1,263,5000,15,1,True
37eb91c8-b64e-460d-b5ef-7380b6b8b8b0,channel_480,922,609,4191,25,2,230,1000,14,0,294,5000,6,0,False
07898f87-e94c-45e7-b69c-855898c5b4dd,channel_109,1474,478,5983,23,4,102,1000,7,0,222,5000,8,0,True
068688ba-b8f2-4fde-a12c-92dc3a301f72,channel_656,113,500,3658,26,3,195,1000,12,1,309,5000,11,1,False
98be7dfa-d95d-4709-8936-8a656da2d93c,channel_903,525,968,9204,58,4,121,1000,3,0,211,5000,6,1,True
583363f6-6d77-4042-bfa9-5dd9f669b045,channel_961,711,1312,12544,42,4,164,1000,8,1,398,5000,6,2,True
6574f9a7-f677-4d27-b341-d7cd8929e400,channel_489,889,1237,8983,70,3,161,1000,4,1,335,5000,6,1,True
7dc59019-6177-4ae1-8ac4-6301b57b5028,channel_583,200,730,5264,24,6,206,1000,15,1,457,5000,21,3,True
157a264e-a2f6-464e-a990-0d3c5de3469a,channel_407,1442,620,4990,26,5,164,1000,2,1,373,5000,20,2,True
7d218408-98a7-40c1-9477-0f496d3f79ad,channel_919,1347,1758,9848,50,16,266,1000,7,2,517,5000,24,2,True
c8f5c33d-8dec-4f21-8403-ac32e29df3df,channel_733,419,759,5134,43,6,205,1000,8,1,308,5000,4,0,False
4d6be468-ddcc-4d8b-8920-1c90952280b8,channel_628,63,730,8062,15,5,138,1000,2,0,213,5000,4,0,True
0e793e92-7e81-43f2-8917-6c16176cd48f,channel_758,281,2417,13006,88,21,269,1000,8,1,498,5000,13,1,True
d2a643b9-21c7-4e4e-b922-5ed0fcddc9c0,channel_316,1559,2251,10970,97,8,226,1000,12,0,410,5000,20,1,True
b1d6a599-580e-47e7-872a-b96d2b85eabe,channel_80,851,2046,11776,71,4,265,1000,9,0,464,5000,19,3,True
eef8bae1-c4eb-4f12-8bb2-92d3108caa79,channel_436,1246,874,11498,26,5,120,1000,5,0,210,5000,6,0,True
c81307c7-6fa4-4f73-97b8-8a0869589c15,channel_796,122,531,4412,14,1,184,1000,11,1,362,5000,10,0,True
9bce880a-18d1-423e-886f-d02915c4ffc0,channel_919,1783,1470,7620,89,11,272,1000,4,0,539,5000,18,2,True
f89824be-dc20-40c2-a9bd-937f9bbb0846,channel_926,329,634,5414,19,2,174,1000,13,1,261,5000,8,0,False
b961a0fa-c841-4f68-85d6-14b11549471c,channel_30,1561,846,5406,24,3,226,1000,13,1,513,5000,31,2,True
5c10de7b-1f8c-422e-b3a3-5b05e917048f,channel_477,628,569,4955,20,5,169,1000,6,0,244,5000,5,0,False
16464b77-06ff-45c3-9c3c-1aef5032fc05,channel_174,1206,196,4905,4,1,56,1000,1,0,83,5000,4,0,True
29ff2cae-0677-445a-ab96-cd3eeeaa5ec1,channel_146,1423,898,7143,49,7,185,1000,7,0,326,5000,17,2,True
cfd88e3f-279c-4a19-afbf-034073c8e8a4,channel_26,1056,706,5000,23,6,210,1000,10,0,345,5000,15,0,True
27fcb667-a765-4bce-be65-4777746bae0e,channel_680,1254,1258,6438,52,5,271,1000,5,1,508,5000,31,1,True
ff125477-0f84-4961-a209-4069570be5d4,channel_800,525,371,3754,18,0,141,1000,8,1,249,5000,6,0,False
8439ef17-b1ee-4162-8c26-35e684592d94,channel_249,1275,345,4930,15,0,109,1000,6,0,161,5000,5,0,False
1f98028a-d8fc-4086-bc72-57d61ef6d924,channel_878,1337,915,5627,41,5,229,1000,4,1,280,5000,5,1,False
15e14b9e-d7c4-4713-b6fb-7221a793e5b3,channel_226,233,2157,13308,126,7,225,1000,4,0,339,5000,17,2,True
b0707749-b3d6-4107-81e9-46251b8701c9,channel_994,1526,482,5773,27,2,125,1000,6,0,276,5000,8,1,True
5a6f65e7-4db4-49c8-a737-1193e9d97dc6,channel_650,380,326,5200,14,1,73,1000,3,0,163,5000,3,1,True
2fc32319-b2cb-4958-ae40-95c69221e3ae,channel_80,834,642,4596,31,6,167,1000,6,1,241,5000,8,0,False
0600f4f1-5a1c-40a3-ac8a-4a6a44a38c0c,channel_418,847,2944,11760,61,9,296,1000,19,1,443,5000,17,3,True
61b8c0e0-ef27-4972-b60e-2b4a6fd3dc10,channel_859,1242,844,4038,38,7,277,1000,3,1,422,5000,10,0,False
20c13550-d530-4b7b-967e-f5bfb428dc99,channel_782,29,665,4290,20,4,196,1000,11,1,285,5000,6,1,True
dff5adb4-f111-4d5b-93e8-6a89ac456773,channel_79,437,444,4536,27,1,142,1000,2,1,259,5000,7,1,True
d8f475ff-9382-40f4-b1aa-0060afc65d3a,channel_321,967,236,4930,11,2,67,1000,5,0,109,5000,4,0,True
b97060e0-f863-4fb1-ad49-b30ff6327d8f,channel_897,1784,2278,11710,147,19,247,1000,18,1,350,5000,21,1,True
a265c415-7eb3-41fc-bdc3-42b0a4478e2b,channel_924,145,910,9698,60,1,130,1000,2,0,261,5000,5,1,True
ad1c68e7-3715-4618-a8a4-c1c337372581,channel_299,60,153,3970,5,0,50,1000,0,0,84,5000,1,0,False
21e6a1ae-b775-4659-9a43-5bf9b57b0a7c,channel_164,1706,833,3753,44,4,257,1000,6,0,565,5000,21,2,True
cdb0b037-ffc5-46b2-9341-4966d7d7e242,channel_187,755,702,3414,31,4,246,1000,15,2,375,5000,6,1,False
04d5925b-f902-4b41-84c6-e1eda8e70455,channel_931,1080,721,4098,23,5,251,1000,12,2,437,5000,8,1,True
cd62c927-44d6-46f5-aa7e-1475a03a5939,channel_647,1166,421,4140,22,2,134,1000,10,0,187,5000,2,0,False
bc81da30-7163-49ad-b5de-8ab974c12517,channel_932,1401,1443,8926,31,12,191,1000,6,1,370,5000,12,1,True
f507d71f-ffe6-4298-b6aa-f6d946db8040,channel_538,788,1269,6350,34,8,279,1000,16,2,436,5000,23,1,True
6f95d8a3-e15c-4e18-8c26-20c333bf77e6,channel_137,380,2025,10138,59,4,222,1000,10,1,496,5000,32,2,True
dc70b3c3-68d2-4db8-ab49-360b8c5abdb4,channel_7,1310,529,5818,34,4,132,1000,9,0,203,5000,6,1,True
73ce02ca-c329-4173-a57b-f6d95f03d038,channel_915,1167,2084,9413,137,15,270,1000,8,1,499,5000,24,3,True
cc85726e-1429-42f8-9f53-6443e1dd41d6,channel_279,982,861,4544,20,8,232,1000,2,1,358,5000,6,1,False
6365d2a8-2124-4ae6-a8ec-41b777c82bd1,channel_145,1192,744,4924,38,5,219,1000,17,0,318,5000,5,0,False
000d04be-8394-4621-a3ba-0d7def6ed0f2,channel_675,1515,516,3805,24,4,178,1000,4,1,215,5000,8,1,False
7395a8d6-9425-4098-851f-4b6b7753c569,channel_51,122,346,4651,16,0,106,1000,5,0,183,5000,2,0,False
b930465f-4185-4039-a629-4c4146dbdf93,channel_65,1453,2472,14837,97,20,258,1000,16,0,602,5000,20,2,True
814fea08-8c45-46e2-8e20-58d07134cbc2,channel_442,478,620,6041,16,1,157,1000,1,1,260,5000,10,0,False
8e5cd688-7054-4c19-a9d4-fb69d71a977c,channel_797,1272,729,13018,31,3,79,1000,5,0,144,5000,6,0,True
331cfcbe-1851-4689-a029-99fb9f4464db,channel_743,1599,587,4136,33,4,223,1000,8,1,309,5000,6,0,False
a0437885-3a88-4bd8-ba7c-696c2ab0e8d7,channel_758,1183,1873,10807,80,13,258,1000,3,0,402,5000,20,0,True
5934d065-3276-4bff-9310-7cc53232ee46,channel_164,504,874,5203,25,3,236,1000,18,0,582,5000,9,1,True
2cdfe37d-a510-4220-bc7c-4723365f8c11,channel_397,1079,495,12167,22,3,63,1000,1,0,157,5000,10,0,True
875fc413-ceb8-47e4-84ba-25de14277c3d,channel_414,15,1782,11164,115,5,199,1000,8,0,342,5000,21,2,True
982b8b93-262f-49e8-b9c4-6ae8aca29cba,channel_589,1750,1079,13038,32,8,118,1000,6,0,202,5000,10,1,True
06b60185-9360-4af5-9eea-13f560060281,channel_362,901,1659,11331,77,9,212,1000,9,1,332,5000,6,1,True
62fd8f21-e922-416f-acfd-6c305284eb13,channel_889,1650,1139,5686,59,7,289,1000,8,1,391,5000,6,1,False
d672fc66-d972-406b-bfe5-4d7756e426c2,channel_87,1048,773,3610,44,6,291,1000,10,1,437,5000,6,1,False
eb592989-3d1e-4f09-a290-15ae638d1c84,channel_404,1037,1716,9510,53,8,219,1000,14,1,470,5000,30,3,True
eb875ca9-e2fe-43bb-af23-f1414167228c,channel_153,1199,1003,5672,50,8,261,1000,4,0,461,5000,14,1,False
6bdcc1c2-9355-4ac6-85b4-8f1500aade0f,channel_705,1347,222,5443,9,1,58,1000,1,0,80,5000,2,0,False
68274e47-a315-4f22-8f29-8d7ebbd68cf9,channel_562,133,558,5638,32,2,127,1000,2,1,240,5000,7,0,True
a7d8261b-4d39-48f7-9ce9-047905c8ca73,channel_467,1038,1000,6199,44,3,213,1000,13,1,361,5000,16,1,True
87d5c9e3-cce6-47e9-80e4-77f88b82a1bf,channel_259,782,504,8903,19,2,85,1000,5,0,132,5000,7,0,True
17939148-4b65-4b39-8e07-4aafbebd7002,channel_853,595,537,4045,24,1,158,1000,6,0,272,5000,8,0,False
93535ef0-3e76-41f9-9483-cf6a0057c080,channel_789,469,667,3626,39,5,203,1000,8,1,252,5000,3,1,False
1b5d0a9c-c02a-4bb7-bc5b-b00058969edb,channel_88,1256,1466,6185,40,3,278,1000,13,1,551,5000,14,1,True
18bcd46d-d369-4067-aee5-daeab0142569,channel_92,1456,2406,12609,132,19,276,1000,20,2,617,5000,25,0,True
8ca2cc53-896f-4f7a-bc52-7b4fd265dc7b,channel_831,1773,975,7476,21,5,179,1000,6,1,274,5000,9,1,True
cc4449d0-0fc0-485b-970d-3da563a7adf9,channel_622,1451,2143,9655,51,14,289,1000,10,2,692,5000,23,4,True
a1840f2d-047f-4f6e-b369-faf6e32c4401,channel_660,1540,1717,8631,75,8,289,1000,11,1,428,5000,23,3,True
961df3bc-831c-456d-bd47-c72a6fb754c1,channel_634,1526,2487,14076,120,10,273,1000,17,2,490,5000,12,1,True
ca918093-7c46-4cae-b604-2461d21af09a,channel_863,628,429,6863,29,2,77,1000,4,0,175,5000,2,0,True
0e9bf087-9dcf-4b73-874d-78618eda7b60,channel_81,1366,1354,8066,81,3,222,1000,13,0,320,5000,22,0,True
79a1c74e-f0b2-4001-a601-598e4aa5f898,channel_930,928,1385,9469,86,3,230,1000,18,2,340,5000,14,0,True
9618c130-efd1-423d-82b1-302956e26979,channel_454,612,688,3792,19,3,270,1000,11,1,401,5000,9,1,False
b5533a1e-a10c-4471-b939-39b6c577d22d,channel_988,1448,764,7512,34,2,128,1000,9,1,197,5000,7,0,True
94d25f8e-fe97-4b02-9e8d-e52e7aec6085,channel_454,1784,1596,9915,105,7,238,1000,8,2,432,5000,7,0,True
8a54437e-2071-4c07-b2e5-078ef252995b,channel_589,836,194,4501,9,1,60,1000,1,0,83,5000,3,0,False
8b1930ea-9fd2-45c7-ad98-01f0aaeaec42,channel_704,1427,1265,6805,63,6,241,1000,10,1,386,5000,18,2,True
6f0e24bb-1cfe-484a-8304-a34010f891e6,channel_658,1332,210,3381,13,0,77,1000,4,0,125,5000,4,0,False
e9f1a1ba-9138-439b-b3e2-da516098beb9,channel_736,643,795,6757,49,7,154,1000,11,1,294,5000,12,0,True
c1a3c499-347a-4ee0-936f-47d29a59db75,channel_769,505,1084,8660,48,8,182,1000,13,0,277,5000,13,1,True
9b9dda24-c847-41cd-ad83-deb1ed400c54,channel_394,782,762,8390,19,4,123,1000,7,0,278,5000,10,1,True
3e985b5c-00d5-4666-99be-03bc2efb7cef,channel_553,1310,1039,4545,63,9,274,1000,2,1,331,5000,10,0,False
b59a91f1-b72d-44e3-8cbf-e8161c512967,channel_789,518,446,8956,14,2,74,1000,5,0,121,5000,3,0,True
596b4325-d4fa-4bea-8886-9865fa618bcf,channel_457,1370,628,4238,30,1,168,1000,7,1,289,5000,10,0,False
a5398765-479a-42a1-aa66-3212a5c965fd,channel_243,257,332,10573,13,3,50,1000,1,0,97,5000,6,0,True
c3d802fe-c8f2-4c2b-8517-1c071c741ac9,channel_498,329,653,3967,35,3,243,1000,7,1,382,5000,11,1,False
e9d05507-73b7-4f4f-8df9-2eac6949b4ee,channel_478,118,2096,13514,43,6,216,1000,12,0,532,5000,36,1,True
34648e82-0554-4b6d-b693-1f4f8ca6feb2,channel_786,916,1506,8927,78,10,253,1000,15,2,510,5000,8,1,True
8b3e1ce1-689b-4ebe-bd98-5716ef1796b6,channel_60,416,796,4506,44,7,200,1000,5,1,339,5000,8,1,False
62280f93-667f-467a-b1f8-ae2e6d25dfec,channel_812,1283,444,3735,22,3,145,1000,7,1,226,5000,8,0,False
13ed7614-27be-4d85-903d-c12308517c53,channel_126,1270,1288,7001,56,8,246,1000,15,2,536,5000,36,3,True
b6e3fa06-7a2a-4d4a-8f27-f7addd38a510,channel_250,1076,234,4121,11,2,83,1000,5,0,112,5000,3,0,False
57fe60b7-0934-4c19-bdfb-a8db4931b67d,channel_840,263,778,5778,20,5,181,1000,14,0,447,5000,13,0,True
72297bf9-5670-42c9-9bb6-74339e7641e2,channel_677,175,555,7046,34,4,88,1000,3,0,186,5000,8,0,True
c9ae6a97-cf37-4b0a-a98a-0296edd39846,channel_497,1225,555,4044,12,3,190,1000,7,1,313,5000,7,0,False
bb3ce483-3a26-4aca-81d9-5598f8e8689c,channel_963,1071,961,14239,32,6,99,1000,4,0,169,5000,5,0,True
50438f4e-51cc-47c4-a3a9-83fe0122f5f0,channel_348,1007,235,5397,5,1,64,1000,2,0,112,5000,2,0,False
154afac5-4a58-4c14-b8a4-1c80171cf9aa,channel_759,414,930,4108,22,6,272,1000,8,1,429,5000,17,2,True
0dc00afc-fd69-4027-88a9-ae4c73e38520,channel_26,641,459,3589,18,4,153,1000,7,1,236,5000,6,0,False
03664148-dbca-4a5e-9873-f748834eab4a,channel_384,826,716,5732,48,3,142,1000,7,0,293,5000,15,1,True
f86c1c52-5e4f-4dd3-bd87-84adbd7af732,channel_255,1249,977,7662,28,6,196,1000,3,1,436,5000,10,1,True
1ee454d7-8e3b-4b71-a748-feddd0a4b8ea,channel_159,788,342,4120,13,2,115,1000,1,0,285,5000,11,0,True
a708fc47-78a9-43a4-a3f3-7ef22703a43c,channel_163,1407,780,5164,21,6,227,1000,15,0,542,5000,8,2,True
d63c3009-0bab-47a0-a25d-97db0a4b1dea,channel_357,636,1343,7930,36,12,237,1000,12,1,376,5000,12,1,True
4db933e7-ce12-47be-b918-7e9f83e09f33,channel_94,793,1158,7881,42,2,178,1000,2,0,375,5000,14,2,True
